Ulzana's raid,Fureur apache,ALDRICH Robert,1972 / USA,2 / Carter de Haven (C. de Haven-Aldrich),western,"Burt Lancaster, Bruce Davison, Jorge Luke, Richard Jaekel, Joaquin Martinez, Lloyd Bochner, Karl Swenson, Douglass Watson, John Pearce, Nick Cravat, Karl Swenson, Richard Bull, Otto Reichow, Dean Smith, Larry Randles, Hal Maguire, Ted Markland, R. L. Armstrong, John McKee, Tony Epper, Nick Cravat, Bill Burton, Fred Brookfield, Jerry Gatlin, Walter Scott, Richard Farnsworth, Henry Camargo, Larry Colelay, Gil Escandon, Marvin Fragua, Frank Gonzales, Benny Thompson, George Aguilar, Wallace Sinyella, ","Dran Hamilton, Gladys Holland, Margaret Fairchild, Aimee Ecclés, ","B. TB. Une certaine influence du western italien dans la violence visuelle et l'usage ridicule du zoom typique de la décennie, mais de belles idées de poursuite, des situations intéressantes, et un regard d'apparence raciste mais finalement circonstancié sur les vues différentes du monde indien et du monde blanc. Ici personne ne gagne ni n'a raison, la morale n'existe plus et les civilisations s'affrontent sans se comprendre ni se pardonner. Les braves survivent ou meurent sans que leur justesse de vue y soit pour quelque chose. Dur mais intéressant. On regrette le scope ou la Panavision, qui aurait fait justice à la linéarité de l’itinéraire et du récit, et on se demande si la photo est volontairement gâchée par la pellicule choisie ou si c'est un manque de moyens._x0015_Il existe deux versions d'égales longueurs, aux montagex différents.",Alan Sharp
Emperor of the North (The),Empereur du Nord (L'),ALDRICH Robert,1973 / USA,2 / Stanley Hough ,av. dr.,"Lee Marvin, Ernest Borgnine, Keith Carradine, Charles Tyner, Simon Oakland, Elisha Cook jr., Matt Clark, Malcom Atterbury, Herny Caesar, Hal Baylor, Joe di Reda, Liam Dunn, Robert Foulk, James Goodwin, Ray Guth, Sid Haig, Karl Lucas, Edward McNally, John Steadman, Vic Tayback, Dave Willock, Harry Hickox, Ralph Montgomery, Don Blackman, Hal Jon Normand, Wayne Sutherlen, ","Diana Dye, ","B. TB? puis B-. _x0015_Meilleur qu'à la première vision, à croire qu'on s'habitue à la brutalité à l'écran au fil des années ... Mais il y a aussi d'autres choses, non aperçues à la découverte.",Christopher Knopf
Mean Machine or the longest yard (The),Plein la gueule,ALDRICH Robert,1974 / USA, / Albert S. Ruddy,av.,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad, Charles Tyner, Mike Henry, Ray Nitschke, Joe Kapp, John Steadman, Jim Hampton, Dino Washington, Richard Keel, Mort Marshall, Perrus Atkins, Tony Cacciotti, Ernie Wheelwright Jr., Jack Rockwell jr., Pepper Martin, Guse Carlucci, Tony Reese, Michael Fox, Chuck Hayward, Alfie Wise, Ray Ogden, Steve Wilder, George Jones, Donald Hixon, Jim Nicholson, Joe Jackson, Willow Gillan, Sonny Shroyer, ","Bernadette Peters, Anitra Ford, ",Bon,Tracy Keenan Wynn
Hustle ,Cité des dangers (La),ALDRICH Robert,1975 / USA, / PAR ( R. Aldrich + B. Reynolds),pol.,"Burt Reynolds, Ben Johnson, Eddie Albert, Paul Winfield, Ernest Borgnine, Jack Carter, Peter Brandon, James Hampton, David Spielberg, Chuck Hayward, David Estridge, Peter Brandon, Ned Flory, Steve Shaw, Dino Washington, Anthony Eldridge, John Duke Russo, Don Billett, Hal Baylor, Don ""Red"" Barry, Karl Lukas, Gene Chronopoulos, Alvin Hammer, Dave Willock, Robert Englund, George Menoli, Fred Willard, Thad Geer, Ben Young, Tassos Bravos, ","Catherine Deneuve, Eileen Brennan, Sharon Kelly, Catherine Bach, Naomi Stevens, Nancy Bonniwell, Patrice Rohmer, Queenie Smith, Marilyn Moe, ",?,Steve Shagan
Frisco Kid (The),Rabbin au Far-West (Un),ALDRICH Robert,1979 / USA, / Mace Neufeld ,"western, com.","Gene Wilder, Harrison Ford, Ramon Bieri, George DiCenzo, Leo Fuchs, William Smith, Jack Somack, Shay Duffin, Walter Janowitz, Joe Kapp, Clyde Kusatsu, Cliff Pellow, Allan Rich, Henry Rowland, Vincent Schiavellii, Steffen Zacharias, Brad Neufeld, Val Bisoglio, Paul Smith, ","Eda Merin, Beege Barkett, Penny Peyser, Heidi Stearns, Catherine Chase, ","B-. La première partie est poussive et peu inspirée, puis les personnages progressent et se découvrent réciproquement, et une certaine humanité optimiste se fait jour, ce qui fait du film (l'avant-dernier d'Aldrich) une sorte pierre blanche dans sa filmographie. Le tout s'avère finalement gentiment sympathique, mais l'humour général est globalement pitoyable et involontairement parodique.",Michael Elias + Frank Shaw
Twilight's last gleaming,Ultimatum des trois mercenaires (L'),ALDRICH Robert,1979 / USA - De,2 / Bavaria Film - Geria Prod. - Lorimar (Merv Adelson),dr. polit.,"Burt Lancaster, Charles Durning, Richard Widmark, Melvyn Douglas, Paul Winfield, Burt Young, Joseph Cotten, Roscoe Lee Browne, Richard Jaeckel, William Marshall, Gerald S. O.Loughlin, Simon Scott, Charles Aidman, Leif Erickson, Charles Mac Graw, William Smith, Bill Walker, David Baxt, Glenn Beck, Ed Bishop, Phil Brown, Gary Cockrell, Don Fellows, Weston Gavin, Garrick Hagon, David Healy, Bill Hootkins, Ray Jewers, Ron Lee, Robert Sherman, John Ratzenberger, Robert MacLeod, Lionel Murton, Robert O'Neil, Mark Russel, Rich Steber, ",,"Bon puis B+. Bon. Les multiples coupures, sensibles, plombent le film encore plus que la VF et une photo assez laide, comme souvent dans les derniers Aldrich. L'intérêt reste cependant assez constant dans la première partie, mais l'écran découpé dissout l'intérêt et le dynamisme du montage.
La version intégrale (50mn de plus que la version d'origine) a de l'envergure et de la matière : le scenario marque nettement les positions démocrates de Lancaster, M. Douglas et Aldrich, et prône une politique de transparence qui n'a pas plu aux producteurs... certainement le dernier bon fim d'Aldrich. Les vieux routiers de la distribution sont magnifiques, dont Durning en Président différent de la tradition hollywoodienne.",Ronald M. Cohen + Edward Huebsch
All the marbles,Deux filles au tapis,ALDRICH Robert,1981 / USA, / MGM (William Aldrich),com. sport.,"Peter Falk, Burt Young, Richard Jaeckel, Burt Young, Johgn Hancock, Lenny Montana, Charlie Dell, Cliff Emmich, Clyde Kusatu, Joe Greene, Jon Terry, Alvin Hammer, Stanley Brock, Chick Hearn, ","Vickie Frederic, Laurene Landon, Tracy Reed, Ursaline Bryant-King, Claudette Nevins, Karen McKay, Marlene Petrilli, Angela Aames, ",Bon.,Mel Frohman
Che fine a fatto Totò baby ?,,ALESSI Ottavio,1964 / I,PCM - Rizzoli (Lucciano Ercoli + Alberto Pugliese),com.,"Totò, Pietro de Vico, Mischa Auer, Stelvio Rosi, Mario Castellani, alvaroo Alvisi, Peppino De Martino, ","Ivy Holzer, Edy Biagetti, Alicia Brandet, Olimpia Cavalli, ","Bon. La comédie commence correctement puis oblique lentement et inexplicablement vers une sorte de pauvre décalque de ""What ever happened to Baby Jane"" (R. Aldrich, 1962). On y perd son latin, et ce n'est plus vraiment drôle. ",Ottavio Alessi + Bruno Cobucci + Giovanni Grimaldi
Synoikia to Oneiro,,ALEXANDRAKIS Alekos,1961 / Grèce,/ Elleniki Kinimatographi Paragogi ,dr.,"Alekos Alexandrakis, Manos Katrakis, Spyros Mousouris, Alekos Petsos, Sapfo Notara, Vasos Andronidis, Thanasis Mylonas, Kostas Baladimas, Giorgos Vlahopoulos, Labros Kotsiris, Tasos Dareios, Kostas Manioudakis, Andreas Voulgaris, Giorgos Tzortzis, Nikos Fermas, Grigoris Bithikotsis","Aliki Georgouli, Elektra Kalamidou, Aleka Paizi, Athanasia Moustaka, Gianna Olymbiou, Eva Evangelidou, Eleni Karpeta, ","B. Intéressant drame social situé dans le quartier d’Asyrmatos, alors banlieue d’Athènes. Le récit est noir et sans espoir, et les personnages sont croqués avec force et subtilité, comme la mise en scène. Le film, réalisé par un acteur de qualité, fut interdit par la censure grecque de l’époque et mérite une redécouverte, ne serait-ce que pour le situer par rapport au néo-réalisme italien.",Kostas Kotzias + Tasos Livaditis
Tinker Tailor Soldier Spy,Taupe (La),ALFREDSON Tomas,2011 / UK - F - De, / Studio Canal - Karla Films - Paradis Films - Kinowelt - Working Title,esp.,"Gary Oldman, Colin Forth, John Hurt, Mark Strong, Toby Jones, David Dencik, Benedict Cumberbatch, Tom Hardy, Stuart Graham, ","Svetlana Khodchenkova, AmandaFairbank-Hynes, ","Bon+. Beaucoup de prétentions sur un thème classique, mais on a l'impression qu'Alfredson veut faire l'oeuvre définitive du genre... c'est un échec, élégant, mais un échec. La reconstitution est assez solide, mais le scenario manoeuvre le téléspectateur avec des ficelles voyantes : sous-jeu concentré et emphatique des comédiens, 30"" entre chaque réplique pour en accentuer artificiellement la portée, des plans très artificiels (mais réussis : la séquence dialoguée sur le terrain d'atterissage).",Bridget O'Connor + Peter Straughan
Living desert,Désert vivant (Le),ALGAR James,1953 / USA, / Walt Disney,docu. animalier,,,B. A la réputation d'être outrageusement truqué (les scorpions dansant sur le Boléro de Ravel !),N. P. Kenworthy Jr. + R. H. Crandall
Sous les yeux d'Occident,,ALLÉGRET Marc,,,,,,,
Meilleure Bobonne (La),,ALLÉGRET Marc,1930 / F, / Etablissements Braunberger-Richebé,com. ,"Fernandel, Pierre Darteuil, ","Madeleine Guitry, Betty Spell, ",Bon+,André Mouézy-Éon
J'ai quelque chose à vous dire,,ALLÉGRET Marc,1930 / F,,com.,"Fernandel, Pierre Darteuil, ","Colette Clauday, Paulette Dubost",Bon+.,
Mam'zelle Nitouche,,ALLÉGRET Marc,1931 / F, / Vandorf Films-Ondra Lamac Film,com. ,"Raimu, André Alerme, Jean Rousselières, Geo Forster, Édouard Delmont, Anthony Gildès, Pierre darteuil, Michel Duran, Marcel Maupi, ","Janie Marèse, Alida Rouffe, Edith Méra, Andrée Lorrain, Edwige Feuillère, Suzy Leroy, Viviane Romance, ","BonB._x0015_
Asstt réal. : Claude Heymann + Yves Allégret",Hans H. Zerlett
Attaque nocturne,,ALLÉGRET Marc,1931 / F,,?,"Fernandel, Julien Carette, Émile Saint-Ober","Madeleine Guitry, Betty Spell, ",,Marc Allégret
Fanny,,ALLÉGRET Marc,1932 / F,2 / Marcel Pagnol-Ets Braunberger Richebé,com. dr.,"Raimu, Pierre Fresnay, Fernand Charpin, Robert Vattier, Maupi, Edouard Delmont, Rellys, Mihalesco, André Mouriès, Pierre Prévert, Giovanni, Louis Boulle, ","Orane Demazis, Milly Mathis, Alida Rouffe, Annie Toinon, Odette Roger, ",TB. puis B+. _x0015_,Marcel Pagnol
Lac aux dames,,ALLÉGRET Marc,1934 / F, / Sopra,com. dr.,"Jean-Pierre Aumont, Michel Simon, Vladimir Sokoloff, Paul Asselin, Romain Bouquet, Maurice Rémy, Eugène Dumas, Michel Simon, Anthony Gildès, ","Rosine Deréan, Simone Simon, Odette Joyeux, Illa Meery, Maroulka, Marie Deschamps, Germaine Reuver, Milly Mathis, ",TB.,Jean-Georges Auriol_x0015_Dial. : Colette
Hôtel du Libre Échange (L'),,ALLÉGRET Marc,1934 / F, / Or Films,com.,"Fernandel, Raymond Cordy, Saturnin Fabre, Pierre Larquey, Pierre Palau, André Alerme, Geo Lastry, Raymond Galle, Marcel Duhamel, Raymond Bussières, Alexandre Trauner, Serge Grave, Jacques Prévert, Lou Bonin, Paul Grimault, Anthony Gildès, Jacques Brunius, ","Mona Lys, Marion Delbo, Olga Muriel, Ginette leclerc, Simone Dulac, Claire Gérard, ","Bon+. La pièce a l'air assez faible, et s'avère assez ennuyeuse, recourant à des procédés comiques simplistes, mais la fin nage dans un certain délire assez drôle. Fabre et Palau sont formidables.",Pierre Prévert + Marc Allégret
